Nome Controladora;Código Operadora;Nome Operadora;Nome Garagem;Data Operação;Código Interno Linha;Nome Linha;Código Externo Linha;Num Terminal;Passageiros;Catraca Pendente;KM Percorrido;Inteiras;Valor Inteiras;Quant VT Papel;Valor VT Papel;Gratuidade;Estudantes;Valor Estudantes;VT;Valor VT;VT Integração;Valor VT Integração;Passagens;Valor Passagens;Passagens Integração;Valor Passagens Integração;Viagem Programada;Viagem Realizada;EStudantes Integração;Valor Estudantes Integração;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;130;MANGABEIRA /ALTO DO PAPAGAIO/JOÃO DURVAL/ AGROVILA;78B;2;40;0;53,038;7;38,5;0;0;12;2;5;6;30,9;3;0;5;25,75;3;0;0;0;2;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;222;NOVO HORIZONTE / CAMPO LIMPO / MORADA DAS ARVORES;82A;1;3;0;26,218;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;222;NOVO HORIZONTE / CAMPO LIMPO / MORADA DAS ARVORES;82A;2;16;0;54,647;0;0;0;0;15;0;0;0;0;0;0;1;5,15;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;171;MANTIBA / PARQUE IPE / TAPERA;98A;1;69;0;67,821;7;38,5;0;0;7;14;35;29;149,35;0;0;12;61,8;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;171;MANTIBA / PARQUE IPE / TAPERA;98A;2;116;0;85,947;12;66;0;0;33;26;65;25;128,75;10;0;6;30,9;3;0;0;0;1;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;348;CANDEAL II VIA MATINHA / UEFS;99A;1;133;0;149,661;22;121;0;0;24;34;85;38;195,7;0;0;15;77,25;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;348;CANDEAL II VIA MATINHA / UEFS;99A;2;189;0;114,899;26;143;0;0;41;17;42,5;48;247,2;20;0;25;128,75;9;0;0;0;3;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;242;MANUTENCAO;999;0;0;0;8,369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;242;MANUTENCAO;999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;5;TOMBA (CIS) / TERMINAL CENTRAL;001;0;0;0;34,049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;5;TOMBA (CIS) / TERMINAL CENTRAL;001;1;1013;0;214,88;82;451;0;0;228;118;295;451;2322,65;26;0;101;520,15;3;0;0;0;4;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;5;TOMBA (CIS) / TERMINAL CENTRAL;001;2;322;0;208,103;29;159,5;0;0;101;16;40;78;401,7;56;0;15;77,25;14;0;0;0;13;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;6;CIDADE NOVA / CIS / AV. JOAO DURVAL / BOULEVARD;002;0;0;0;26,433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;6;CIDADE NOVA / CIS / AV. JOAO DURVAL / BOULEVARD;002;1;531;0;208,455;39;214,5;0;0;108;65;162,5;197;1014,55;43;0;47;242,05;10;0;0;0;22;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;6;CIDADE NOVA / CIS / AV. JOAO DURVAL / BOULEVARD;002;2;610;0;207,347;39;214,5;0;0;113;90;225;202;1040,3;82;0;51;262,65;19;0;0;0;14;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;203;CIS / TERMINAL CENTRAL VIA FEIRA X;005;0;0;0;2,055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;203;CIS / TERMINAL CENTRAL VIA FEIRA X;005;1;428;0;147,269;41;225,5;0;0;120;48;120;157;808,55;23;0;35;180,25;3;0;0;0;1;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;203;CIS / TERMINAL CENTRAL VIA FEIRA X;005;2;65;0;129,931;4;22;0;0;19;6;15;24;123,6;3;0;9;46,35;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;10;JARDIM BRASIL VIA TERMINAL NOIDE/TERMINAL CENTRAL;007;0;0;0;77,312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;10;JARDIM BRASIL VIA TERMINAL NOIDE/TERMINAL CENTRAL;007;1;1190;0;236,468;143;786,5;0;0;139;156;390;543;2796,45;6;0;198;1019,7;5;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;10;JARDIM BRASIL VIA TERMINAL NOIDE/TERMINAL CENTRAL;007;2;659;0;228,52;62;341;0;0;94;75;187,5;168;865,2;146;0;33;169,95;53;0;0;0;28;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;11;FRATERNIDADE-CIS/ TERMINAL CENTRAL VIA RODOVIÁRIA;008;0;0;0;23,366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;11;FRATERNIDADE-CIS/ TERMINAL CENTRAL VIA RODOVIÁRIA;008;1;848;0;161,656;62;341;0;0;245;89;222,5;325;1673,75;30;0;81;417,15;8;0;0;0;8;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;11;FRATERNIDADE-CIS/ TERMINAL CENTRAL VIA RODOVIÁRIA;008;2;343;0;155,627;15;82,5;0;0;111;31;77,5;84;432,6;57;0;22;113,3;13;0;0;0;10;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;12;POLO INDUSTRIAL / TERMINAL CENTRAL;009;0;0;0;30,998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;12;POLO INDUSTRIAL / TERMINAL CENTRAL;009;1;786;0;406,317;68;374;0;0;93;82;205;444;2286,6;5;0;91;468,65;2;0;0;0;1;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;12;POLO INDUSTRIAL / TERMINAL CENTRAL;009;2;550;0;395,931;27;148,5;0;0;38;50;125;280;1442;99;0;32;164,8;17;0;0;0;7;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;15;HUMILDES VIA LIMOEIRO;012;0;0;0;43,482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;15;HUMILDES VIA LIMOEIRO;012;1;482;0;327,163;62;341;0;0;77;46;115;248;1277,2;0;0;49;252,35;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;15;HUMILDES VIA LIMOEIRO;012;2;309;0;207,363;51;280,5;0;0;62;23;57,5;90;463,5;64;0;5;25,75;4;0;0;0;10;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;16;KM 14 - IPUAÇU;013;0;0;0;32,787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;16;KM 14 - IPUAÇU;013;1;82;0;57,544;21;115,5;0;0;7;6;15;39;200,85;0;0;9;46,35;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;16;KM 14 - IPUAÇU;013;2;39;0;59,094;8;44;0;0;2;4;10;12;61,8;7;0;4;20,6;1;0;0;0;1;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;17;TERRA DURA;014;0;0;0;11,837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;17;TERRA DURA;014;1;225;0;99,794;25;137,5;0;0;55;37;92,5;80;412;7;0;19;97,85;1;0;0;0;1;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;17;TERRA DURA;014;2;122;0;109,506;19;104,5;0;0;33;5;12,5;23;118,45;16;0;10;51,5;12;0;0;0;4;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;18;35 BI - JOMAFA / ADENIL FALCAO;015;0;0;0;9,975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;18;35 BI - JOMAFA / ADENIL FALCAO;015;1;539;0;140,241;54;297;0;0;100;78;195;237;1220,55;1;0;69;355,35;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;18;35 BI - JOMAFA / ADENIL FALCAO;015;2;167;0;65,967;10;55;0;0;26;5;12,5;74;381,1;27;0;9;46,35;9;0;0;0;7;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;20;FEIRA IX;017;0;0;0;37,345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;20;FEIRA IX;017;1;987;0;104,081;57;313,5;0;0;231;160;400;440;2266;0;0;99;509,85;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;20;FEIRA IX;017;2;424;0;186,176;26;143;0;0;139;36;90;82;422,3;74;0;18;92,7;31;0;0;0;18;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;21;AVIARIO - VIA 35 BI;018;0;0;0;39,715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;21;AVIARIO - VIA 35 BI;018;1;1485;1;320,178;200;1100;0;0;261;269;672,5;624;3213,6;6;0;124;638,6;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;21;AVIARIO - VIA 35 BI;018;2;539;0;328,941;86;473;0;0;94;109;272,5;150;772,5;53;0;23;118,45;12;0;0;0;12;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;22;FEIRA X;019;0;0;0;40,919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;22;FEIRA X;019;1;1775;0;292,63;193;1061,5;0;0;507;214;535;680;3502;7;0;174;896,1;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;22;FEIRA X;019;2;218;0;218,859;11;60,5;0;0;70;38;95;68;350,2;9;0;13;66,95;6;0;0;0;3;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;23;FEIRA VII / OYAMA - VIA JOÃO DURVAL;020;0;0;0;36,781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;23;FEIRA VII / OYAMA - VIA JOÃO DURVAL;020;1;1623;0;310,738;161;885,5;0;0;370;234;585;641;3301,15;8;0;201;1035,15;2;0;0;0;6;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;23;FEIRA VII / OYAMA - VIA JOÃO DURVAL;020;2;695;0;295,879;61;335,5;0;0;201;74;185;167;860,05;107;0;42;216,3;25;0;0;0;18;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;115;RESERVA DO PARQUE/MARECHAL VIA PARQUE DA CIDADE ;021;0;0;0;17,198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;115;RESERVA DO PARQUE/MARECHAL VIA PARQUE DA CIDADE ;021;1;289;0;115,101;9;49,5;0;0;79;27;67,5;141;726,15;8;0;25;128,75;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;115;RESERVA DO PARQUE/MARECHAL VIA PARQUE DA CIDADE ;021;2;160;0;123,251;6;33;0;0;46;9;22,5;38;195,7;41;0;5;25,75;12;0;0;0;3;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;24;NOVA ESPERANCA - VIA CENTRAL PARK;022;0;0;0;10,838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;24;NOVA ESPERANCA - VIA CENTRAL PARK;022;1;148;0;115,142;7;38,5;0;0;20;17;42,5;85;437,75;0;0;19;97,85;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;24;NOVA ESPERANCA - VIA CENTRAL PARK;022;2;117;0;173,619;9;49,5;0;0;26;11;27,5;43;221,45;16;0;5;25,75;1;0;0;0;6;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;25;PARQUE LAGOA - VIA SANTA MONICA;023;0;0;0;30,014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;25;PARQUE LAGOA - VIA SANTA MONICA;023;1;339;0;145,483;48;264;0;0;69;40;100;156;803,4;1;0;25;128,75;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;25;PARQUE LAGOA - VIA SANTA MONICA;023;2;189;0;139,842;28;154;0;0;43;20;50;45;231,75;34;0;9;46,35;5;0;0;0;5;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;26;SUBAÉ / 35 BI - VIA JOMAFA;025;0;0;0;9,689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;26;SUBAÉ / 35 BI - VIA JOMAFA;025;1;370;0;145,395;32;176;0;0;61;115;287,5;128;659,2;0;0;34;175,1;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;26;SUBAÉ / 35 BI - VIA JOMAFA;025;2;131;0;115,129;14;77;0;0;42;15;37,5;34;175,1;10;0;4;20,6;5;0;0;0;7;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;27;SUBAÉ / SANTA MONICA;026;0;0;0;23,633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;27;SUBAÉ / SANTA MONICA;026;1;452;0;92,298;46;253;0;0;121;62;155;172;885,8;4;0;47;242,05;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;27;SUBAÉ / SANTA MONICA;026;2;207;0;105,263;16;88;0;0;35;34;85;35;180,25;55;0;9;46,35;11;0;0;0;12;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;28;VIVEIROS / TERMINAL CENTRAL;027;0;0;0;38,763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;28;VIVEIROS / TERMINAL CENTRAL;027;1;766;0;203,067;53;291,5;0;0;128;71;177,5;440;2266;1;0;72;370,8;1;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;28;VIVEIROS / TERMINAL CENTRAL;027;2;48;0;147,421;4;22;0;0;7;1;2,5;26;133,9;6;0;4;20,6;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;29;VIVEIROS - VIA FEIRA X / TERMINAL CENTRAL;028;0;0;0;7,544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;29;VIVEIROS - VIA FEIRA X / TERMINAL CENTRAL;028;1;419;0;122,519;32;176;0;0;120;46;115;162;834,3;2;0;57;293,55;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;29;VIVEIROS - VIA FEIRA X / TERMINAL CENTRAL;028;2;46;0;74,107;4;22;0;0;13;8;20;11;56,65;6;0;3;15,45;1;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;30;PANORAMA VIA PAPA JOÃO XXIII;029;0;0;0;2,603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;30;PANORAMA VIA PAPA JOÃO XXIII;029;1;98;0;22,497;7;38,5;0;0;18;11;27,5;37;190,55;7;0;11;56,65;6;0;0;0;1;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;30;PANORAMA VIA PAPA JOÃO XXIII;029;2;19;0;13,316;1;5,5;0;0;4;0;0;8;41,2;4;0;0;0;2;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;31;JUSSARA / TERMINAL CENTRAL - VIA RODOVIARIA;030;0;0;0;47,821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;31;JUSSARA / TERMINAL CENTRAL - VIA RODOVIARIA;030;1;333;0;65,903;23;126,5;0;0;52;40;100;193;993,95;0;0;25;128,75;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;31;JUSSARA / TERMINAL CENTRAL - VIA RODOVIARIA;030;2;170;0;71,32;6;33;0;0;33;11;27,5;34;175,1;76;0;2;10,3;3;0;0;0;5;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;32;TRES RIACHOS / VILA OLIMPIA / TERMINAL CENTRAL;031;0;0;0;27,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;32;TRES RIACHOS / VILA OLIMPIA / TERMINAL CENTRAL;031;1;635;0;135,203;39;214,5;0;0;88;40;100;397;2044,55;0;0;71;365,65;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;32;TRES RIACHOS / VILA OLIMPIA / TERMINAL CENTRAL;031;2;27;0;87,901;3;16,5;0;0;2;4;10;7;36,05;9;0;2;10,3;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;34;PARQUE LAGOA / SANTA MONICA II / PRACA;033;0;0;0;18,035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;34;PARQUE LAGOA / SANTA MONICA II / PRACA;033;1;419;0;115,24;39;214,5;0;0;86;65;162,5;202;1040,3;1;0;26;133,9;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;34;PARQUE LAGOA / SANTA MONICA II / PRACA;033;2;175;0;92,682;23;126,5;0;0;26;13;32,5;42;216,3;52;0;4;20,6;8;0;0;0;7;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;164;MONTE PASCOAL;038;1;106;0;9,104;9;49,5;0;0;19;14;35;52;267,8;0;0;12;61,8;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;164;MONTE PASCOAL;038;2;4;0;7,792;0;0;0;0;0;0;0;1;5,15;0;0;1;5,15;1;0;0;0;1;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;36;TANQUINHO VIA TOCA DO PAULO / TERMINAL CENTRAL;039;0;0;0;46,436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;36;TANQUINHO VIA TOCA DO PAULO / TERMINAL CENTRAL;039;1;331;0;122,985;56;308;0;0;48;35;87,5;137;705,55;6;0;46;236,9;1;0;0;0;2;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;36;TANQUINHO VIA TOCA DO PAULO / TERMINAL CENTRAL;039;2;175;0;106,229;25;137,5;0;0;22;14;35;36;185,4;46;0;14;72,1;11;0;0;0;7;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;37;FAZENDA - VIA NOIDE CERQUEIRA / TERMINAL CENTRAL;040;0;0;0;5,758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;37;FAZENDA - VIA NOIDE CERQUEIRA / TERMINAL CENTRAL;040;1;116;0;37,257;19;104,5;0;0;16;6;15;57;293,55;1;0;16;82,4;1;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;37;FAZENDA - VIA NOIDE CERQUEIRA / TERMINAL CENTRAL;040;2;69;0;38,946;8;44;0;0;4;2;5;13;66,95;24;0;2;10,3;8;0;0;0;8;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;38;COND. RESERVA DO PARQUE VIA FEIRA VII;041;0;0;0;3,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;38;COND. RESERVA DO PARQUE VIA FEIRA VII;041;1;148;0;95,912;1;5,5;0;0;42;19;47,5;72;370,8;0;0;14;72,1;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;38;COND. RESERVA DO PARQUE VIA FEIRA VII;041;2;201;0;148,785;1;5,5;0;0;46;7;17,5;36;185,4;67;0;6;30,9;15;0;0;0;23;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;46;PARQUE VIVER - TOMBA (CIS);049;0;0;0;3,209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;46;PARQUE VIVER - TOMBA (CIS);049;1;117;0;63,815;0;0;0;0;14;14;35;75;386,25;0;0;14;72,1;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;46;PARQUE VIVER - TOMBA (CIS);049;2;190;0;66,686;0;0;0;0;26;1;2,5;16;82,4;94;0;6;30,9;25;0;0;0;22;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;50;JAIBA / PC DO TROPEIRO - VIA LAGOA BERRECA / S. RQ;053;0;0;0;37,064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;50;JAIBA / PC DO TROPEIRO - VIA LAGOA BERRECA / S. RQ;053;1;488;0;177,072;85;467,5;0;0;69;70;175;205;1055,75;0;0;59;303,85;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;50;JAIBA / PC DO TROPEIRO - VIA LAGOA BERRECA / S. RQ;053;2;314;0;200,383;46;253;0;0;37;35;87,5;88;453,2;61;0;20;103;15;0;0;0;12;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;55;TAPERA II / TERMINAL CENTRAL - VIA SANTO ANTONIO;059;0;0;0;11,813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;55;TAPERA II / TERMINAL CENTRAL - VIA SANTO ANTONIO;059;1;315;0;150,435;45;247,5;0;0;58;35;87,5;133;684,95;1;0;43;221,45;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;55;TAPERA II / TERMINAL CENTRAL - VIA SANTO ANTONIO;059;2;169;0;131,914;30;165;0;0;34;11;27,5;41;211,15;25;0;11;56,65;12;0;0;0;5;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;223;JARDIM BRASIL VIA COND. AZALEIAS;07A;0;0;0;16,951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;223;JARDIM BRASIL VIA COND. AZALEIAS;07A;1;942;0;278,565;113;621,5;0;0;157;180;450;368;1895,2;1;0;123;633,45;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;223;JARDIM BRASIL VIA COND. AZALEIAS;07A;2;479;0;295,729;28;154;0;0;59;72;180;147;757,05;91;0;33;169,95;28;0;0;0;21;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;80;SANTO ANTONIO DOS PRAZERES / TERMINAL CENTRAL;085;0;0;0;63,565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;80;SANTO ANTONIO DOS PRAZERES / TERMINAL CENTRAL;085;1;1251;0;262,196;197;1083,5;0;0;318;110;275;473;2435,95;2;0;149;767,35;1;0;0;0;1;0;
